ID	EN
1750	qualified majority
1751	silent majority
1752	information analysis
1753	simple majority
1754	illness
1755	animal disease
1756	respiratory disease
1757	cardiovascular disease
1758	endemic disease
1759	infectious disease
1760	mental illness
1761	occupational disease
1762	tropical disease
1763	plant disease
1764	disaffection of young people
1765	Eastern Malaysia
1766	Malawi
1767	Malaysia
1768	Maldives
1769	Mali
1770	malnutrition
1771	Falkland Islands
1772	malt
1773	demographic analysis
1774	Malta
1775	marine mammal
1776	English Channel
1777	power of attorney
1778	elective office
1779	manganese
1780	cultural event
1781	cassava
1782	balance-sheet analysis
1783	unskilled worker
1784	school textbook
1785	Maoism
1786	market
1787	futures market
1788	agricultural market
1789	EU agricultural market
1790	spot market
1791	cost analysis
1792	common market
1793	Arab Common Market
1794	Arab Common Market countries
1795	EU market
1796	supplies contract
1797	negotiated contract
1798	works contract
1799	foreign exchange market
1800	economic analysis
1801	commodities market
1802	labour market
1803	foreign market
1804	financial market
1805	real estate market
1806	domestic market
1807	international market
1808	open market
1809	money market
1810	public contract
1811	financial analysis
1812	official market
1813	Marches
1814	margarine
1815	trading margin
1816	fluctuation margin
1817	marginalisation
1818	marriage
1819	Morocco
1820	social analysis
1821	trademark
1822	Martinique
1823	Marxism
1824	budget volume
1825	money supply
1826	building materials
1827	heat-resisting materials
1828	lighting equipment
1829	anarchism
1830	construction equipment
1831	drilling equipment
1832	hoisting equipment
1833	electrical equipment
1834	mechanical equipment
1835	mathematics
1836	milk fat
1837	plastics
1838	ASEAN
1839	raw material
1840	radioactive materials
1841	Mauritius
1842	Mauritania
1843	Mayotte
1844	CACM countries
1845	precision engineering
1846	general mechanical engineering
1847	ASEAN countries
1848	mechanisation
1849	mechanisation of agriculture
1850	exchange-rate mechanism
1851	support mechanism
1852	medicine
1853	occupational medicine
1854	disease prevention
1855	school medicine
1856	veterinary medicine
1857	slaughter of animals
1858	Bretton Woods Agreement
1859	anatomy
1860	mediator
1861	megalopolis
1862	Melanesia
1863	molasses
1864	household
1865	farm household
1866	monthly pay
1867	joinery
1868	metalwork
1869	ex-serviceman
1870	sea
1871	Baltic Sea
1872	Irish Sea
1873	Andalusia
1874	Andorra
1875	Norwegian Sea
1876	Angola
1877	North Sea
1878	anhydride
1879	Mediterranean Sea
1880	mercury
1881	measure having equivalent effect
1882	metals
1883	ferrous metal
1884	heavy metal
1885	non-ferrous metal
1886	precious metal
1887	metalloid
1888	slaughter animal
1889	powder metallurgy
1890	share farming
1891	meslin
1892	meteorology
1893	methanol
1894	research method
1895	statistical method
1896	metrology
1897	metropolis
1898	farm animal
1899	Mexico
1900	Mezzogiorno
1901	microeconomics
1902	microform
1903	Micronesia
1904	Midi-Pyrenées
1905	East Midlands
1906	West Midlands
1907	honey
1908	draught animal
1909	migration
1910	commuting
1911	return migration
1912	family migration
1913	forced migration
1914	frontier migration
1915	illegal migration
1916	internal migration
1917	interurban migration
1918	clearing agreement
1919	domestic animal
1920	intraurban commuting
1921	Community migration
1922	occupational migration
1923	rural migration
1924	migration from the countryside to the town
1925	seasonal migration
1926	working environment
1927	school environment
1928	political militant
1929	breeding animal
1930	militarisation of space
1931	militarism
1932	millet
1933	iron ore
1934	non-ferrous ore
1935	non-metallic ore
1936	mineralogy
1937	live animal
1938	public prosecutor's department
1939	minister
1940	infancy
1941	national minority
1942	sexual minority
1943	flour milling
1944	missile
1945	metal furniture
1946	labour mobility
1947	land mobility
1948	geographical mobility
1949	residential mobility
1950	student mobility
1951	social mobility
1952	financing method
1953	voting method
1954	mode of transport
1955	economic model
1956	company modernisation
1957	modernisation of industry
1958	farm modernisation
1959	budgetary amendment
1960	Molise
1961	mollusc
1962	yearbook
1963	Moluccas
1964	molybdenum
1965	Monaco
1966	constitutional monarchy
1967	Universalism
1968	Mongolia
1969	money
1970	reserve currency
1971	electronic money
1972	paper money
1973	international currency
1974	national currency
1975	deposit money
1976	unicameral system
1977	monocracy
1978	monograph
1979	monopoly
1980	monopsony
1981	State monopoly
1982	import monopoly
1983	Antarctica
1984	monopoly of information
1985	fiscal monopoly
1986	Montserrat
1987	mountain
1988	monetary compensatory amount
1989	ethics
1990	public morality
1991	mortality
1992	infant mortality
1993	occupational mortality
1994	engine
1995	motion of censure
1996	consumer motivation
1997	antibiotic
1998	political motivation
1999	autonomous movement
2000	anti-racist movement
2001	trends of opinion
2002	capital movement
2003	women's movement
2004	youth movement
2005	national liberation movement
2006	complementarity agreement
2007	ecology movement
2008	European Movement
2009	workers' movement
2010	farmers' movement
2011	social movement
2012	means of communication
2013	mass media
2014	means of agricultural production
2015	means of transport
2016	medium-sized business
2017	medium-sized holding
2018	Mozambique
2019	multilingualism
2020	multiparty system
2021	Munster
2022	museum
2023	music
2024	British West Indies
2025	mushroom-growing
2026	North-West Atlantic Fisheries Organisation
2027	Namibia
2028	Province of Namur
2029	births
2030	National Socialism
2031	nationalisation
2032	French West Indies
2033	nationalism
2034	nationality
2035	nationality of legal persons
2036	naturalisation
2037	Nauru
2038	Navarre
2039	air traffic
2040	inland waterway shipping
2041	maritime shipping
2042	Netherlands Antilles
2043	cargo vessel
2044	barge carrier ship
2045	merchant
2046	collective bargaining
2047	Tokyo Round
2048	Dillon Round
2049	Kennedy Round
2050	tariff negotiations
2051	anti-semitism
2052	Nepal
2053	neutrality
2054	New Community Instrument
2055	Nicaragua
2056	nickel
2057	Niger
2058	Nigeria
2059	level of education
2060	degree of pollution
2061	Province of Antwerp
2062	standard of living
2063	noise level
2064	palm nut
2065	nomadism
2066	nomenclature
2067	budgetary classification
2068	agricultural product nomenclature
2069	tariff nomenclature
2070	Anzus
2071	non-alignment
2072	non-attached member
2073	non-violence
2074	North Jutland (county)
2075	Nord-Pas-de-Calais
2076	standardisation
2077	standard
2078	food standard
2079	Anzus countries
2080	biological standard
2081	marketing standard
2082	labour standard
2083	social norm
2084	Norway
2085	notary
2086	apartheid
2087	new economic order
2088	New Caledonia
2089	New Zealand
2090	nuisance
2091	invalidity of an election
2092	marriage rate
2093	International Civil Aviation Organisation
2094	Asian Productivity Organisation
2095	cooperation agreement
2096	stateless person
2097	conscientious objection
2098	bond
2099	maintenance obligation
2100	non-competition clause
2101	obstacle to development
2102	African and Mauritian Common Organisation
2103	CCAM countries
2104	aperitif
2105	OECD
2106	OECD countries
2107	ocean
2108	Antarctic Ocean
2109	Arctic Ocean
2110	Atlantic Ocean
2111	Indian Ocean
2112	Pacific Ocean
2113	Oceania
2114	oceanography
2115	apiculture
2116	Central American Integration System
2117	CAIS countries
2118	Organisation of American States
2119	OAS countries
2121	egg
2122	work of art
2123	European Patent Office
2124	public legal official
2125	recording equipment
2126	job vacancy
2127	available energy
2128	supply and demand
2129	takeover bid
2130	International Labour Organisation
2131	olive-growing
2132	oil pipeline
2133	trace element
2134	oligopoly
2135	oligopsony
2136	olive
2137	Palestine Liberation Organisation
2138	Oman
2139	Umbria
2140	European Ombudsman
2141	International Maritime Organisation
2142	World Meteorological Organisation
2143	World Intellectual Property Organisation
2144	World Health Organisation
2145	UN Industrial Development Organisation
2146	Organisation of Arab Petroleum Exporting Countries
2147	OPEC
2148	OPEC countries
2149	banking
2150	stock-exchange transaction
2151	exchange transaction
2152	public opinion
2153	Publications Office of the European Union
2154	opposition
2155	political opposition
2156	gold
2157	computer
2158	ordinance
2159	measuring equipment
2160	agenda
2161	professional society
2162	public order
2163	EU body
2164	EC institutional body
2165	organisation chart
2166	administrative structures
2167	African organisation
2169	precision instrument
2170	American organisation
2171	Arab organisation
2172	Asian organisation
2173	common organisation of markets
2174	cultural organisation
2175	organisation of teaching
2176	radio equipment
2177	organisation of production
2178	organisation of professions
2179	UNO
2180	party organisation
2181	organisation of transport
2182	market organisation
2183	Warsaw Pact Organisation
2184	organisation of work
2185	television equipment
2186	organisation of elections
2187	European organisation
2188	world organisation
2189	international organisation
2190	Latin American organisation
2191	non-governmental organisation
2192	electronic device
2193	barley
2194	agricultural guidance
2195	vocational guidance
2196	educational guidance
2197	orphan
2198	Eurostat
2199	NATO
2200	NATO countries
2201	SEATO
2202	African Union
2203	Uganda
2204	agricultural implement
2205	hand tool
2206	engineering structure
2207	blue-collar worker
2208	skilled worker
2209	semi-skilled worker
2210	Overijssel
2211	sheep
2212	egg product
2213	oxide
2214	oxygen
2215	ozone
2216	payment
2217	advance payment
2218	invitation to tender
2219	international payment
2220	intra-EU payment
2221	bread
2222	Pakistan
2223	cross voting
2224	Panama
2225	basket of currencies
2226	bread-making
2227	direct applicability
2228	paper
2229	Papua New Guinea
2230	quasi-fiscal charge
2231	Paraguay
2232	parasitology
2233	vehicle fleet
2234	rolling stock
2235	national park
2236	application of the law
2237	plot
2238	single parent
2239	relationship
2240	exchange parity
2241	purchasing power parity
2242	parliament
2243	European Parliament
2244	national parliament
2245	regional parliament
2246	Member of Parliament
2247	application of EU law
2248	Member of the European Parliament
2249	division of property
2250	Communist Party
2251	Conservative Party
2252	Democratic Party
2253	Christian Democratic Party
2254	Ecology Party
2255	European party
2256	solar energy end-use applications
2257	Liberal Party
2258	political parties
2259	Republican Party
2260	Social Democratic Party
2261	Socialist Party
2262	Labour Party
2263	one-party system
2264	shareholding
2265	participation of women
2266	worker participation
2267	staff assessment
2268	turnout of voters
2269	political involvement
2270	social participation
2271	passport
2272	European passport
2273	pasteurisation
2274	pasta
2275	free-trade agreement
2276	apprentice
2277	pastry-making
2278	cultural heritage
2279	employers' organisation
2280	pauperisation
2281	poverty
2282	ship's flag
2283	flag of convenience
2284	apprenticeship
2285	associated country
2286	Netherlands
2287	Netherlands OCT
2288	regions of the Netherlands
2289	Basque Country
2290	Wales
2291	Eastern Bloc countries
2292	supply
2293	Loire Region
2294	donor country
2295	developing countries
2296	overseas countries and territories
2297	industrialised country
2298	member country
2299	least-developed country
2300	third country
2301	toll
2302	animal skin
2303	arms supply
2304	inshore fishing
2305	freshwater fishing
2306	deep-sea fishing
2307	industrial fishing
2308	sea fishing
2309	discarded fish
2310	traditional fishing
2311	fisherman
2312	energy supply
2313	new educational methods
2314	death penalty
2315	Peloponnese
2316	barge
2317	shortage
2318	food shortage
2319	financial equalisation
2320	aquaculture
2321	inward processing
2322	outward processing
2323	fishing season
2324	transitional period (EU)
2325	driving licence
2326	European driving licence
2327	building permit
2328	Aquitaine
2329	fishing permit
2330	work permit
2331	Peru
2332	personalisation of power
2333	elderly person
2334	divorced person
2335	married person
2336	Saudi Arabia
2337	legal person
2338	natural person
2339	separated person
2340	one person household
2341	widowed person
2342	staff
2343	ground staff
2345	groundnut
2346	EC category B staff
2347	EC category C staff
2348	EC category D staff
2349	drivers
2350	transport staff
2351	legal profession
2352	crew
2353	penitentiary staff
2354	Aragon
2355	financial loss
2356	animal plague
2357	pesticide
2358	small business
2359	small and medium-sized enterprises
2360	smallholding
2361	small town
2362	Lesser Antilles
2363	petition
2364	petrochemicals
2365	petrodollar
2366	petroleum
2367	pharmacology
2368	Philippines
2369	philosophy
2370	political philosophy
2371	arbitrage
2372	phosphorus
2373	photochemistry
2374	photovoltaic cell
2375	occupational physiology
2376	nuclear physics
2377	Picardy
2378	spare part
2379	Piedmont
2380	international arbitration
2381	precious stones
2382	fuel cell
2383	piracy
2384	fish farming
2385	cycle track
2386	investment transaction
2387	tariff ceiling
2388	political arbitration
2389	plain
2390	anti-crisis plan
2391	town-planning scheme
2392	Colombo Plan
2393	development plan
2394	financing plan
2395	plankton
2396	arboriculture
2397	educational planning
2398	family planning
2399	production planning
2400	transport planning
2401	market planning
2402	economic planning
2403	financial planning
2404	tree
2405	industrial planning
2406	national planning
2407	regional planning
2408	sectoral planning
2409	seedling
2410	plantation
2411	aquatic plant
2412	fodder plant
2413	industrial plant
2414	oleaginous plant
2415	conifer
2416	root crop
2417	textile plant
2418	tropical plant
2419	cultivation under plastic
2420	plasticiser
2421	plate
2422	political programme
2423	continental shelf
2424	platinum
2425	plaster
2426	deciduous tree
2427	full employment
2428	lead
2429	plutonium
2430	pneumatic tyre
2431	UN Development Programme
2432	UN Environment Programme
2433	weight and size
2434	retail outlet
2435	fish
2436	freshwater fish
2437	sea fish
2438	fresh fish
2439	Poitou-Charentes
2440	police
2441	criminal investigation department
2442	agricultural policy
2443	common agricultural policy
2444	national agricultural policy
2445	regional farm policy
2446	food policy
2447	banking policy
2448	budget policy
2449	trade policy
2450	common commercial policy
2451	EU policy
2452	voluntary restraint agreement
2453	archaeology
2454	EU employment policy
2455	common fisheries policy
2456	common price policy
2457	common transport policy
2458	short-term economic policy
2459	cultural policy
2460	aid policy
2461	austerity policy
2462	intervention policy
2463	investment policy
2464	defence policy
2465	development policy
2466	financing policy
2467	education policy
2468	employment policy
2469	business policy
2470	environmental policy
2471	architecture
2472	information policy
2473	communications policy
2474	competition policy
2475	construction policy
2476	fisheries policy
2477	agricultural production policy
2478	research policy
2479	health policy
2480	birth policy
2481	production policy
2482	solar architecture
2483	support policy
2484	population policy
2485	East-West policy
2486	exchange policy
2487	export policy
2488	import policy
2489	prices policy
2490	incomes policy
2491	pay policy
2492	archives
2493	policy on agricultural structures
2494	transport policy
2495	credit policy
2496	housing policy
2497	economic policy
2498	energy policy
2499	European defence policy
2500	foreign policy
2501	family policy
2502	financial policy
2503	Arctic
2504	fiscal policy
2505	forestry policy
2506	government policy
2507	industrial policy
2508	domestic policy
2509	migration policy
2510	monetary policy
2511	agri-monetary policy
2512	ports policy
2513	common ports policy
2514	silver
2515	regional policy
2516	EU regional policy
2517	social policy
2518	structural policy
2519	tariff policy
2520	common tariff policy
2521	pollutant
2522	atmospheric pollutant
2523	water pollutant
2524	pollution
2525	Argentina
2526	noise pollution
2527	atmospheric pollution
2528	chemical pollution
2529	pollution from land-based sources
2530	water pollution
2531	food contamination
2532	coastal pollution
2533	pollution of waterways
2534	soil pollution
2535	marine pollution
2536	dry farming
2537	organic pollution
2538	pollution from agricultural sources
2539	radioactive pollution
2540	stratospheric pollution
2541	thermal pollution
2542	transfrontier pollution
2543	Poland
2544	mixed cropping
2545	polymer
2546	Polynesia
2547	French Polynesia
2548	potato
2549	heat pump
2550	working population
2551	working population engaged in agriculture
2552	persons in work
2553	population of working age
2554	world population
2555	non-working population
2556	fishing agreement
2557	chemical weapon
2558	rural population
2559	urban population
2560	swine
2561	fishing port
2562	Puerto Rico
2563	Portugal
2564	regions of Portugal
2565	dominant position
2566	postal and telecommunications services
2567	conventional weapon
2568	potassium
2569	development potential
2570	Apulia
2571	push towing
2572	dust
2573	political power
2574	budgetary power
2575	purchasing power
2576	power of assessment
2577	power of implementation
2578	power of initiative
2579	supervisory power
2580	power of decision
2581	power to negotiate
2582	power of ratification
2583	discretionary power
2584	executive power
2585	judicial power
2586	legislative power
2587	statutory power
2588	public authorities
2589	pre-packaging
2590	generalised preferences
2591	agricultural levy
2592	ECSC levy
2593	first job
2594	early childhood
2595	nuclear weapon
2596	soil preparation
2597	barring of penalties by limitation
2598	Speaker of Parliament
2599	press
2600	political press
2601	survivor's benefit
2602	provision of services
2603	tactical nuclear weapon
2604	family benefit
2605	social-security benefit
2606	loan
2607	EIB loan
2608	ECSC loan
2609	Community loan
2610	Euratom loan
2611	prevention of pollution
2612	short-term forecast
2613	long-term forecast
2614	medium-term forecast
2615	budget estimate
2616	economic forecasting
2617	primacy of the law
2618	primacy of EU law
2619	bonus payment
2620	slaughter premium
2621	grubbing premium
2622	non-marketing premium
2623	insurance premium
2624	storage premium
2625	early fruit and vegetables
2626	polluter pays principle
2627	economic priority
2628	armed forces
2629	decision-making
2630	political prisoner
2631	deprivation of rights
2632	prices
2633	bracket price
2634	export price
2635	import price
2636	consumer price
2637	professional army
2638	producer price
2639	farm prices
2640	food price
2641	cif price
2642	purchase price
2643	sluice-gate price
2644	intervention price
2645	norm price
2646	price agreement
2647	military equipment
2648	offer price
2649	guide price
2650	basic price
2651	activating price
2652	retail price
2653	wholesale price
2654	price of energy
2655	price of farm land
2656	market prices
2657	reference price
2658	flavouring
2659	withdrawal price
2660	cost price
2661	threshold price
2662	support price
2663	parking charge
2664	selling price
2665	commodity price
2666	discriminatory price
2667	farm rent
2668	world market price
2669	administrative order
2670	price fixed in advance
2671	free-on-board price
2672	free-at-frontier price
2673	trigger price
2674	guaranteed price
2675	imposed price
2676	target price
2677	industrial price
2678	free price
2679	maximum price
2680	irrigation
2681	minimum price
2682	guaranteed minimum price
2683	average price
2684	preferential price
2685	reduced price
2686	delivered price
2687	representative price
2688	arts
2689	representative market price
2690	social problem
2691	urban problem
2692	chemical process
2693	electrical process
2694	physical process
2695	administrative procedure
2696	anti-subsidy proceeding
2697	popular art
2698	budgetary procedure
2699	civil procedure
2700	disciplinary proceedings
2701	judicial proceedings
2702	legislative procedure
2703	parliamentary procedure
2704	criminal procedure
2705	Middle East
2706	gift item
2707	production
2708	assembly line production
2709	agricultural production
2710	food production
2711	animal production
2712	craft production
2713	EU production
2714	continuous production
2715	energy production
2716	hydrogen production
2717	mass production
2718	fishery product
2719	underproduction
2720	industrial production
2721	world production
2722	national production
2723	crop production
2724	productivity
2725	agricultural productivity
2726	decorative item
2727	land productivity
2728	work productivity
2729	cereal product
2730	fruit product
2731	vegetable product
2732	fish product
2733	sugar product
2734	agricultural product
2735	foodstuff
2736	processed food product
2737	animal product
2738	meat product
2739	chemical product
2740	inorganic chemical product
2741	concentrated product
2742	packaged product
2743	frozen product
2744	cosmetic product
2745	sports equipment
2746	packaging product
2747	polishing and scouring preparations
2748	primary product
2749	confectionery product
2750	mass-consumption product
2751	substitute product
2752	desiccated product
2753	dietary product
2754	wood product
2755	toilet article
2756	bulk product
2757	smoked product
2758	industrial product
2759	inflammable product
2760	instant product
2761	gross domestic product
2762	irradiated product
2763	milk product
2764	freeze-dried product
2765	manufactured goods
2766	metal product
2767	mining product
2768	domestic product
2769	gross national product
2770	new product
2771	originating product
2772	petroleum product
2773	pharmaceutical product
2774	household article
2775	protein products
2776	reconstituted product
2777	refrigerated product
2778	gross regional product
2779	salted product
2780	semi-manufactured goods
2781	sensitive product
2782	deep-frozen product
2783	textile product
2784	craftsman
2785	veterinary medicinal product
2786	sales occupation
2787	financial occupation
2788	liberal profession
2789	health care profession
2790	paramedical profession
2791	World Food Programme
2792	action programme
2793	aid programme
2794	teaching curriculum
2795	research programme
2796	election programme
2797	scientific progress
2798	investment project
2799	draft budget
2800	government bill
2801	research project
2802	industrial project
2803	sales promotion
2804	trade promotion
2805	investment promotion
2806	property development
2807	promotion
2808	election campaign publicity
2809	proposal (EU)
2810	performing arts
2811	non-government bill
2812	public property
2813	land and buildings
2814	agricultural real estate
2815	real property
2816	industrial property
2817	intellectual property
2818	personal property
2819	private property
2820	Aruba
2821	mineral prospecting
2822	forward studies
2823	prostitution
2824	noise protection
2825	environmental protection
2826	protection of animal life
2827	protection of plant life
2828	protection of privacy
2829	European Space Agency
2830	protection of animals
2831	protection of shareholders
2832	protection of communications
2833	protection of freedoms
2834	protection of minorities
2835	diplomatic protection
2836	consumer protection
2837	specialisation agreement
2838	Asia
2839	market protection
2840	heritage protection
2841	countryside conservation
2842	soil protection
2843	care of mothers and infants
2844	protectionism
2845	animal protein
2846	synthetic protein
2847	milk protein
2848	South Asia
2849	vegetable protein
2850	protocol to an agreement
2851	protocol on sugar
2852	prototype
2853	Provence-Alpes-Côte d'Azur
2854	province
2855	psychiatry
2856	psychology
2857	occupational psychology
2858	South-East Asia
2859	publication
2860	EU publication
2861	publication of a law
2862	advertising
2863	advertising malpractice
2864	publication of accounts
2865	publication of tariffs
2866	Qatar
2867	political asylum
2868	professional qualifications
2869	quality of the environment
2870	quality of life
2871	product quality
2872	quantity of fish landed
2873	socially disadvantaged class
2874	written question
2875	oral question
2876	parliamentary question
2877	decontamination
2878	quorum
2879	catch quota
2880	electoral quota
2881	racism
2882	radioactivity
2883	broadcasting
2884	radiation protection
2885	UN General Assembly
2886	oil refining
2887	sugar refining
2888	grape
2889	business name
2890	repatriation of capital
2891	report
2892	agriculture-trade relationship
2893	agriculture-industry relationship
2894	activity report
2895	committee report
2896	research report
2897	approximation of laws
2898	approximation of policies
2899	Ras Al Khaimah
2900	basis of tax assessment
2901	ratification of an agreement
2902	ratio
2903	nuclear reactor
2904	vocational retraining
2905	rearmament
2906	reinsurance
2907	census
2908	population census
2909	assistance in training
2910	economic recession
2911	revenue
2912	export revenue
2913	admissibility
2914	research
2915	agronomic research
2916	applied research
2917	energy research
2918	document retrieval
2919	environmental research
2920	forestry research
2921	fishery research
2922	industrial research
2923	medical research
2924	scientific research
2925	harvest
2926	recommendation
2927	recommendation (EU)
2928	economic agreement
2929	mutual assistance scheme
2930	ECSC recommendation
2931	EAEC recommendation
2932	recognition of diplomas
2933	economic reconstruction
2934	conversion to horticulture
2935	herd conversion
2936	industrial conversion
2937	conversion to beef production
2938	redirection of production
2939	appeal to an administrative authority
2940	action for annulment
2941	action for failure to act
2942	action for failure to fulfil an obligation
2943	recruitment
2944	association
2945	energy recovery
2946	recycling of capital
2947	waste recycling
2948	aromatic plant
2949	force reduction
2950	medical plant
2951	soya bean oil
2952	sunflower seed oil
2953	reduction of working time
2954	game meat
2955	rabbit meat
2956	maize oil
2957	tariff reduction
2958	skimmed milk powder
2959	rediscounting
2960	revaluation
2961	re-export
2962	dried product
2963	texture agent
2964	summary procedure
2965	aid to agriculture
2966	referendum
2967	Community preference
2968	administrative reform
2969	reform of the CAP
2970	agrarian reform
2971	farm development plan
2972	regulation of agricultural production
2973	educational reform
2974	agricultural quota
2975	guarantee threshold
2976	alternative agricultural production
2977	tax on oils and fats
2978	land reform
2979	less-favoured agricultural area
2980	woman farmer
2981	young farmer
2982	judicial reform
2983	grouping of farms
2984	farm return
2985	plant health product
2986	refugee
2987	herbicide
2988	rabies
2989	dairy production
2990	cereal substitute
2991	political refugee
2992	forestry group
2993	refusal to bid
2994	wood production
2995	forestry property
2996	publicly owned forest
2997	private forest
2998	refusal to sell
2999	shellfish farming
3000	fishery produce
3001	fishing licence
3002	authoritarian regime
3003	aid system
3004	demerger
3005	transnational corporation
3006	exclusive purchasing agreement
3007	partly nationalised undertaking
3008	selective distribution agreement
3009	landholding system
3010	electronic mail
3011	cross-frontier data flow
3012	commercial media
3013	economic system
3014	local media
3015	private media
3016	military regime
3017	transmission network
3018	videophone conference
3019	European television
3020	parliamentary system
3021	pay television
3022	Videotex
3023	home computing
3024	information storage
3025	political system
3026	computer applications
3027	computer crime
3028	data-processing law
3030	artificial intelligence
3031	region
3032	EU Official Journal
3033	computer piracy
3034	agricultural region
3035	election monitoring
3036	multiple office holding
3037	election result
3038	delegation of power
3039	Brussels region
3040	parliamentary delegation
3041	voting age
3042	federalism
3043	coastal region
3044	plebiscite
3045	distribution of votes
3046	advisory power
3047	development region
3048	power to appoint
3049	privilege
3050	radical party
3051	mountain region
3052	less-favoured region
3053	forced disappearance
3054	political minority
3055	police checks
3056	pacifism
3057	civil defence
3058	economic region
3059	vote by delegation
3060	consortium
3061	Flanders (Belgium)
3062	executive body
3063	government programme
3064	frontier region
3065	market support
3066	economic conversion
3067	industrial region
3068	redevelopment aid
3069	aid for restructuring
3070	sales aid
3071	aid to industry
3072	redistribution of income
3073	Mediterranean region (EU)
3074	humanitarian aid
3075	aid to refugees
3076	aid to disaster victims
3077	development aid
3078	priority region
3079	rural region
3080	newly industrialised country
3081	tourist region
3082	social economy
3083	economic accounts for agriculture
3084	Walloon region (Belgium)
3085	impact study
3086	economic consequence
3087	conciliation procedure
3088	regionalisation
3089	underground railway
3090	large vehicle
3092	space transport
3093	space vehicle
3094	regionalisation of trade
3095	space station
3096	regionalism
3097	vehicle rental
3098	destination of transport
3099	regulation
3100	ship's passport
3101	transport price
3102	regulation (EU)
3103	approval of tariffs
3105	port traffic
3106	EAEC Regulation
3107	traffic control
3108	transport quota
3109	transport market
3110	vehicle registration
3111	vehicle documents
3112	settlement of disputes
3113	length of journey
3114	high-speed transport
3115	transport document
3116	driving period
3117	roadworthiness tests
3118	travel agency
3119	financial regulation
3120	contract of carriage
3121	company member
3122	composition
3123	trade regulations
3124	town-planning regulations
3125	airline
3127	road traffic
3128	hunting regulations
3129	shipping policy
3130	maritime conference
3131	traffic regulations
3132	dumping of waste
3133	storage of waste
3134	building regulations
3135	toxic substance
3136	non-polluting vehicle
3137	exploitation of the sea-bed
3138	replacement of resources
3139	environmental impact
3140	environmental monitoring
3141	seismic monitoring
3142	coastal protection
3143	speed control
3144	water management
3145	control of restrictive practices
3146	geophysical environment
3147	stagnant water
3148	regulation of investments
3149	marine life
3150	wildlife
3151	insurance
3152	price regulations
3153	plant resources
3154	estuary
3155	agricultural disaster
3156	customs regulations
3157	defoliation
3158	erosion
3159	motor vehicle pollution
3160	transport regulations
3161	oil pollution
3162	metal pollution
3163	pollution from ships
3164	industrial pollution
3165	market stabilisation
3166	export levy
3167	import levy
3168	birth control
3169	illicit trade
3170	intervention agency
3171	Nimexe
3172	regulation of transactions
3173	designation of origin
3174	customs procedure suspending duties
3175	re-import
3176	customs drawback
3177	re-integration into school
3178	customs territory (EU)
3179	social rehabilitation
3180	single document
3181	simplification of formalities
3182	rejection of the budget
3183	specification of tariff heading
3185	trade relations
3186	financial agreement
3187	export credit insurance
3188	thermal discharge
3189	countertrade
3190	export (EU)
3191	import (EU)
3193	goods and services
3194	reflation
3195	intermediate goods
3196	bilateral relations
3197	capital goods
3198	used goods
3199	integrated trade
3200	cultural relations
3201	intermediate consumption
3202	world consumption
3204	merchandising
3205	theory of marketing
3206	diplomatic relations
3207	trade event
3208	price net of tax
3209	labour relations
3210	selling at a loss
3211	self-service store
3212	affiliated retailing
3213	itinerant trade
3214	independent retailer
3215	chain store
3216	school-industry relations
3217	wholesale trading centre
3218	distributor
3219	economic relations
3220	private-sector liquidity
3221	church-State relations
3222	personal accident insurance
3223	East-West relations
3224	inter-industrial relations
3225	monetary crisis
3226	interinstitutional relations
3227	exchange restriction
3228	international relations
3229	free credit
3230	discount rate
3231	credit control
3232	interparliamentary relations
3233	stock exchange
3234	intra-EU relations
3235	outflow of capital
3236	transfer pricing
3237	legislative-executive relations
3238	very short-term financing
3239	monetary relations
3240	corporate finance
3241	multilateral relations
3242	property insurance
3243	personal insurance
3244	co-insurance
3245	town-country relationship
3246	credit institution
3247	finance house
3248	electronic banking
3249	occupational accident insurance
3250	human relations
3251	banking supervision
3252	bank charges
3253	budget appropriation
3254	general budget
3255	public relations
3256	regional finances
3257	religion
3258	financing of the EU budget
3259	Member States' contribution
3260	cabinet reshuffle
3261	tax convention
3262	tax inspection
3263	redemption
3264	special tax
3265	reparcelling
3266	bracket rate
3267	remission of export duties
3268	unit price
3269	support tariff
3270	mixed price
3271	import substitution
3272	price of agricultural produce
3273	remuneration of work
3274	agricultural insurance
3275	crop yield
3276	civics
3277	commercial education
3278	teaching materials
3279	teaching software
3280	school-working life relations
3281	urban renewal
3282	neurobiology
3283	profitability
3284	gynaecology
3285	neurology
3286	paediatrics
3287	dental medicine
3288	first aid
3289	alternative medicine
3290	industrial reorganisation
3291	acoustics
3292	optics
3293	cybernetics
3294	petrology
3295	distribution of aid
3296	religious sect
3297	theology
3298	distribution of the tax burden
3299	single market
3300	geographical distribution of the population
3301	one-parent family
3302	adopted child
3303	motor vehicle insurance
3304	distribution of production
3305	family protection
3306	market-sharing agreement
3307	artificial reproduction
3308	artificial insemination
3309	test tube fertilisation
3310	distribution of wealth
3311	surrogate mother
3312	parental authority
3313	allocation of seats
3314	descendant
3315	surname
3316	parental responsibility
3317	judicial separation
3318	population dynamics
3319	distribution of income
3320	migrant
3321	allocation of work
3322	migration for settlement purposes
3323	repatriation grant
3324	ageing of the population
3325	job mobility
3326	geographical distribution
3327	distribution by age
3328	per capita distribution
3329	honour
3330	voluntary work
3331	voluntary organisation
3332	unemployment insurance
3333	distribution per employed person
3334	gaming
